origin,client,metric,bin,volume
https://sd.se,desktop,onload,33.4,1.3e-05
https://sd.se,desktop,onload,36.9,1.3e-05
https://sd.se,desktop,onload,37.6,1.3e-05
https://sd.se,desktop,onload,35.7,1.3e-05
https://sd.se,desktop,onload,34.4,1.3e-05
https://sd.se,desktop,onload,38.8,1.3e-05
https://sd.se,desktop,onload,34.0,1.3e-05
https://sd.se,desktop,onload,35.6,1.3e-05
https://sd.se,desktop,onload,38.3,1.3e-05
https://sd.se,desktop,onload,30.1,1.3e-05
https://sd.se,desktop,onload,31.7,1.3e-05
https://sd.se,desktop,onload,30.0,1.3e-05
https://sd.se,desktop,onload,39.4,1.3e-05
https://sd.se,desktop,onload,37.4,1.3e-05
https://sd.se,desktop,onload,37.8,1.3e-05
https://sd.se,desktop,onload,38.4,1.3e-05
https://sd.se,desktop,onload,37.7,1.3e-05
https://sd.se,desktop,onload,30.5,1.3e-05
https://sd.se,desktop,onload,36.3,1.3e-05
https://sd.se,desktop,onload,39.2,1.3e-05
https://sd.se,desktop,onload,39.0,1.3e-05
https://sd.se,desktop,onload,34.1,1.3e-05
https://sd.se,desktop,onload,33.9,1.3e-05
https://sd.se,desktop,onload,36.4,1.3e-05
https://sd.se,desktop,onload,33.3,1.3e-05
https://sd.se,desktop,onload,31.0,1.3e-05
https://sd.se,desktop,onload,33.0,1.3e-05
https://sd.se,desktop,onload,32.9,1.3e-05
https://sd.se,desktop,onload,39.7,1.3e-05
https://sd.se,desktop,onload,37.1,1.3e-05
https://sd.se,desktop,onload,33.8,1.3e-05
https://sd.se,desktop,onload,36.6,1.3e-05
https://sd.se,desktop,onload,31.6,1.3e-05
https://sd.se,desktop,onload,31.5,1.3e-05
https://sd.se,desktop,onload,31.1,1.3e-05
https://sd.se,desktop,onload,31.3,1.3e-05
https://sd.se,desktop,onload,34.7,1.3e-05
https://sd.se,desktop,onload,38.1,1.3e-05
https://sd.se,desktop,onload,36.7,1.3e-05
https://sd.se,desktop,onload,32.6,1.3e-05
https://sd.se,desktop,onload,37.9,1.3e-05
https://sd.se,desktop,onload,32.8,1.3e-05
https://sd.se,desktop,onload,31.4,1.3e-05
https://sd.se,desktop,onload,38.9,1.3e-05
https://sd.se,desktop,onload,32.0,1.3e-05
https://sd.se,desktop,onload,39.6,1.3e-05
https://sd.se,desktop,onload,37.2,1.3e-05
https://sd.se,desktop,onload,33.1,1.3e-05
https://sd.se,desktop,onload,31.9,1.3e-05
https://sd.se,desktop,onload,33.2,1.3e-05
https://sd.se,desktop,onload,34.5,1.3e-05
https://sd.se,desktop,onload,32.1,1.3e-05
https://sd.se,desktop,onload,32.2,1.3e-05
https://sd.se,desktop,onload,34.8,1.3e-05
https://sd.se,desktop,onload,35.4,1.3e-05
https://sd.se,desktop,onload,35.8,1.3e-05
https://sd.se,desktop,onload,35.3,1.3e-05
https://sd.se,desktop,onload,36.1,1.3e-05
https://sd.se,desktop,onload,30.8,1.3e-05
https://sd.se,desktop,onload,39.9,1.3e-05
https://sd.se,desktop,onload,39.8,1.3e-05
https://sd.se,desktop,onload,30.9,1.3e-05
https://sd.se,desktop,onload,37.0,1.3e-05
https://sd.se,desktop,onload,32.5,1.3e-05
https://sd.se,desktop,onload,34.6,1.3e-05
https://sd.se,desktop,onload,30.7,1.3e-05
https://sd.se,desktop,onload,34.3,1.3e-05
https://sd.se,desktop,onload,36.2,1.3e-05
https://sd.se,desktop,onload,35.5,1.3e-05
https://sd.se,desktop,onload,38.5,1.3e-05
https://sd.se,desktop,onload,35.0,1.3e-05
https://sd.se,desktop,onload,37.5,1.3e-05
https://sd.se,desktop,onload,38.6,1.3e-05
https://sd.se,desktop,onload,33.5,1.3e-05
https://sd.se,desktop,onload,39.1,1.3e-05
https://sd.se,desktop,onload,39.5,1.3e-05
https://sd.se,desktop,onload,30.6,1.3e-05
https://sd.se,desktop,onload,35.2,1.3e-05
https://sd.se,desktop,onload,35.9,1.3e-05
https://sd.se,desktop,onload,30.2,1.3e-05
https://sd.se,desktop,onload,34.2,1.3e-05
https://sd.se,desktop,onload,31.2,1.3e-05
https://sd.se,desktop,onload,38.2,1.3e-05
https://sd.se,desktop,onload,36.0,1.3e-05
https://sd.se,desktop,onload,34.9,1.3e-05
https://sd.se,desktop,onload,32.3,1.3e-05
https://sd.se,desktop,onload,32.4,1.3e-05
https://sd.se,desktop,onload,33.6,1.3e-05
https://sd.se,desktop,onload,38.7,1.3e-05
https://sd.se,desktop,onload,36.5,1.3e-05
https://sd.se,desktop,onload,33.7,1.3e-05
https://sd.se,desktop,onload,30.4,1.3e-05
https://sd.se,desktop,onload,30.3,1.3e-05
https://sd.se,desktop,onload,39.3,1.3e-05
https://sd.se,desktop,onload,32.7,1.3e-05
https://sd.se,desktop,onload,35.1,1.3e-05
https://sd.se,desktop,onload,37.3,1.3e-05
https://sd.se,desktop,onload,36.8,1.3e-05
https://sd.se,desktop,onload,38.0,1.3e-05
https://sd.se,desktop,onload,31.8,1.3e-05
https://sd.se,desktop,onload,25.6,2.6e-05
https://sd.se,desktop,onload,25.7,2.6e-05
https://sd.se,desktop,onload,26.4,2.6e-05
https://sd.se,desktop,onload,28.2,2.6e-05
https://sd.se,desktop,onload,25.0,2.6e-05
https://sd.se,desktop,onload,25.2,2.6e-05
https://sd.se,desktop,onload,29.4,2.6e-05
https://sd.se,desktop,onload,26.2,2.6e-05
https://sd.se,desktop,onload,29.7,2.6e-05
https://sd.se,desktop,onload,25.3,2.6e-05
https://sd.se,desktop,onload,29.9,2.6e-05
https://sd.se,desktop,onload,29.6,2.6e-05
https://sd.se,desktop,onload,26.1,2.6e-05
https://sd.se,desktop,onload,29.2,2.6e-05
https://sd.se,desktop,onload,28.7,2.6e-05
https://sd.se,desktop,onload,28.6,2.6e-05
https://sd.se,desktop,onload,27.9,2.6e-05
https://sd.se,desktop,onload,25.4,2.6e-05
https://sd.se,desktop,onload,26.3,2.6e-05
https://sd.se,desktop,onload,25.5,2.6e-05
https://sd.se,desktop,onload,26.6,2.6e-05
https://sd.se,desktop,onload,29.0,2.6e-05
https://sd.se,desktop,onload,28.4,2.6e-05
https://sd.se,desktop,onload,28.8,2.6e-05
https://sd.se,desktop,onload,28.9,2.6e-05
https://sd.se,desktop,onload,28.3,2.6e-05
https://sd.se,desktop,onload,27.5,2.6e-05
https://sd.se,desktop,onload,27.0,2.6e-05
https://sd.se,desktop,onload,27.4,2.6e-05
https://sd.se,desktop,onload,26.8,2.6e-05
https://sd.se,desktop,onload,26.7,2.6e-05
https://sd.se,desktop,onload,25.9,2.6e-05
https://sd.se,desktop,onload,25.8,2.6e-05
https://sd.se,desktop,onload,29.8,2.6e-05
https://sd.se,desktop,onload,26.0,2.6e-05
https://sd.se,desktop,onload,28.0,2.6e-05
https://sd.se,desktop,onload,29.5,2.6e-05
https://sd.se,desktop,onload,29.3,2.6e-05
https://sd.se,desktop,onload,27.8,2.6e-05
https://sd.se,desktop,onload,27.6,2.6e-05
https://sd.se,desktop,onload,26.9,2.6e-05
https://sd.se,desktop,onload,27.2,2.6e-05
https://sd.se,desktop,onload,25.1,2.6e-05
https://sd.se,desktop,onload,27.1,2.6e-05
https://sd.se,desktop,onload,28.5,2.6e-05
https://sd.se,desktop,onload,29.1,2.6e-05
https://sd.se,desktop,onload,27.3,2.6e-05
https://sd.se,desktop,onload,26.5,2.6e-05
https://sd.se,desktop,onload,28.1,2.6e-05
https://sd.se,desktop,onload,27.7,2.6e-05
https://sd.se,desktop,onload,2.5,0.0082
https://sd.se,desktop,onload,2.4,0.0082
https://sd.se,desktop,onload,2.7,0.0071499999999999992
https://sd.se,desktop,onload,2.6,0.0071499999999999992
https://sd.se,desktop,onload,9.9,0.00017999999999999998
https://sd.se,desktop,onload,9.5,0.00017999999999999998
https://sd.se,desktop,onload,9.6,0.00017999999999999998
https://sd.se,desktop,onload,9.8,0.00017999999999999998
https://sd.se,desktop,onload,9.7,0.00017999999999999998
https://sd.se,desktop,onload,7.6,0.00035999999999999997
https://sd.se,desktop,onload,7.8,0.00035999999999999997
https://sd.se,desktop,onload,7.9,0.00035999999999999997
https://sd.se,desktop,onload,7.7,0.00035999999999999997
https://sd.se,desktop,onload,7.5,0.00035999999999999997
https://sd.se,desktop,onload,6.3,0.00072
https://sd.se,desktop,onload,6.4,0.00072
https://sd.se,desktop,onload,6.2,0.00072
https://sd.se,desktop,onload,6.0,0.00072
https://sd.se,desktop,onload,6.1,0.00072
https://sd.se,phone,onload,4.0,0.00288
https://sd.se,phone,onload,4.2,0.00288
https://sd.se,phone,onload,4.3,0.00288
https://sd.se,phone,onload,4.1,0.00288
https://sd.se,phone,onload,4.4,0.00288
https://sd.se,phone,onload,1.9,0.016800000000000002
https://sd.se,phone,onload,1.8,0.016800000000000002
https://sd.se,phone,onload,7.0,0.00058
https://sd.se,desktop,onload,6.7,0.00058
https://sd.se,phone,onload,7.3,0.00058
https://sd.se,phone,onload,7.1,0.00058
https://sd.se,desktop,onload,6.5,0.00058
https://sd.se,desktop,onload,6.6,0.00058
https://sd.se,phone,onload,7.2,0.00058
https://sd.se,phone,onload,7.4,0.00058
https://sd.se,desktop,onload,6.9,0.00058
https://sd.se,desktop,onload,6.8,0.00058
https://sd.se,phone,onload,0.2,0.0063
https://sd.se,phone,onload,0.3,0.0063
https://sd.se,desktop,onload,5.9,0.00094
https://sd.se,desktop,onload,5.8,0.00094
https://sd.se,desktop,onload,5.5,0.00094
https://sd.se,desktop,onload,5.7,0.00094
https://sd.se,desktop,onload,5.6,0.00094
https://sd.se,phone,onload,9.5,0.00019999999999999998
https://sd.se,phone,onload,9.8,0.00019999999999999998
https://sd.se,phone,onload,9.6,0.00019999999999999998
https://sd.se,phone,onload,9.9,0.00019999999999999998
https://sd.se,phone,onload,9.7,0.00019999999999999998
https://sd.se,phone,onload,19.7,5e-05
https://sd.se,phone,onload,18.9,5e-05
https://sd.se,phone,onload,15.1,5e-05
https://sd.se,phone,onload,15.6,5e-05
https://sd.se,phone,onload,18.5,5e-05
https://sd.se,phone,onload,19.3,5e-05
https://sd.se,phone,onload,17.0,5e-05
https://sd.se,phone,onload,15.2,5e-05
https://sd.se,phone,onload,17.1,5e-05
https://sd.se,phone,onload,18.0,5e-05
https://sd.se,phone,onload,17.8,5e-05
https://sd.se,phone,onload,16.6,5e-05
https://sd.se,phone,onload,17.7,5e-05
https://sd.se,tablet,onload,0.3,5e-05
https://sd.se,phone,onload,19.2,5e-05
https://sd.se,phone,onload,17.4,5e-05
https://sd.se,phone,onload,19.1,5e-05
https://sd.se,phone,onload,15.9,5e-05
https://sd.se,phone,onload,15.4,5e-05
https://sd.se,phone,onload,18.8,5e-05
https://sd.se,phone,onload,15.8,5e-05
https://sd.se,phone,onload,17.5,5e-05
https://sd.se,phone,onload,16.4,5e-05
https://sd.se,phone,onload,16.7,5e-05
https://sd.se,phone,onload,17.3,5e-05
https://sd.se,phone,onload,16.2,5e-05
https://sd.se,phone,onload,18.2,5e-05
https://sd.se,phone,onload,15.7,5e-05
https://sd.se,phone,onload,15.3,5e-05
https://sd.se,phone,onload,19.8,5e-05
https://sd.se,phone,onload,18.7,5e-05
https://sd.se,phone,onload,18.4,5e-05
https://sd.se,phone,onload,17.2,5e-05
https://sd.se,phone,onload,16.5,5e-05
https://sd.se,phone,onload,18.1,5e-05
https://sd.se,phone,onload,17.6,5e-05
https://sd.se,phone,onload,16.1,5e-05
https://sd.se,phone,onload,15.0,5e-05
https://sd.se,phone,onload,19.0,5e-05
https://sd.se,phone,onload,19.6,5e-05
https://sd.se,phone,onload,19.9,5e-05
https://sd.se,tablet,onload,0.2,5e-05
https://sd.se,phone,onload,16.8,5e-05
https://sd.se,phone,onload,15.5,5e-05
https://sd.se,phone,onload,16.9,5e-05
https://sd.se,phone,onload,17.9,5e-05
https://sd.se,phone,onload,16.0,5e-05
https://sd.se,phone,onload,18.6,5e-05
https://sd.se,phone,onload,19.5,5e-05
https://sd.se,phone,onload,19.4,5e-05
https://sd.se,phone,onload,16.3,5e-05
https://sd.se,phone,onload,18.3,5e-05
https://sd.se,tablet,onload,4.8,0.0001
https://sd.se,tablet,onload,4.9,0.0001
https://sd.se,tablet,onload,4.5,0.0001
https://sd.se,tablet,onload,4.6,0.0001
https://sd.se,tablet,onload,4.7,0.0001
https://sd.se,tablet,onload,3.8,0.0002
https://sd.se,tablet,onload,3.0,0.0002
https://sd.se,tablet,onload,3.3,0.0002
https://sd.se,tablet,onload,3.9,0.0002
https://sd.se,tablet,onload,3.5,0.0002
https://sd.se,tablet,onload,3.1,0.0002
https://sd.se,tablet,onload,3.6,0.0002
https://sd.se,tablet,onload,3.2,0.0002
https://sd.se,tablet,onload,3.7,0.0002
https://sd.se,tablet,onload,3.4,0.0002
https://sd.se,phone,onload,0.0,0.0002
https://sd.se,phone,onload,0.1,0.0002
https://sd.se,tablet,onload,2.0,0.0004
https://sd.se,tablet,onload,2.1,0.0004
https://sd.se,phone,onload,6.6,0.0008
https://sd.se,phone,onload,6.8,0.0008
https://sd.se,phone,onload,6.9,0.0008
https://sd.se,phone,onload,6.5,0.0008
https://sd.se,phone,onload,6.7,0.0008
https://sd.se,phone,onload,34.6,9e-06
https://sd.se,phone,onload,35.2,9e-06
https://sd.se,phone,onload,33.2,9e-06
https://sd.se,phone,onload,35.3,9e-06
https://sd.se,phone,onload,33.8,9e-06
https://sd.se,phone,onload,31.1,9e-06
https://sd.se,phone,onload,34.5,9e-06
https://sd.se,phone,onload,31.8,9e-06
https://sd.se,phone,onload,39.9,9e-06
https://sd.se,phone,onload,32.5,9e-06
https://sd.se,phone,onload,34.9,9e-06
https://sd.se,phone,onload,33.0,9e-06
https://sd.se,phone,onload,31.0,9e-06
https://sd.se,phone,onload,36.3,9e-06
https://sd.se,phone,onload,37.9,9e-06
https://sd.se,phone,onload,30.2,9e-06
https://sd.se,phone,onload,33.9,9e-06
https://sd.se,phone,onload,37.0,9e-06
https://sd.se,phone,onload,36.8,9e-06
https://sd.se,phone,onload,30.5,9e-06
https://sd.se,phone,onload,35.8,9e-06
https://sd.se,phone,onload,32.4,9e-06
https://sd.se,phone,onload,38.2,9e-06
https://sd.se,phone,onload,39.1,9e-06
https://sd.se,phone,onload,37.3,9e-06
https://sd.se,phone,onload,35.5,9e-06
https://sd.se,phone,onload,33.1,9e-06
https://sd.se,phone,onload,32.7,9e-06
https://sd.se,phone,onload,35.4,9e-06
https://sd.se,phone,onload,31.9,9e-06
https://sd.se,phone,onload,36.5,9e-06
https://sd.se,phone,onload,36.1,9e-06
https://sd.se,phone,onload,33.3,9e-06
https://sd.se,phone,onload,30.6,9e-06
https://sd.se,phone,onload,34.7,9e-06
https://sd.se,phone,onload,39.7,9e-06
https://sd.se,phone,onload,37.7,9e-06
https://sd.se,phone,onload,38.3,9e-06
https://sd.se,phone,onload,38.9,9e-06
https://sd.se,phone,onload,36.2,9e-06
https://sd.se,phone,onload,35.7,9e-06
https://sd.se,phone,onload,39.4,9e-06
https://sd.se,phone,onload,31.3,9e-06
https://sd.se,phone,onload,39.0,9e-06
https://sd.se,phone,onload,38.7,9e-06
https://sd.se,phone,onload,32.6,9e-06
https://sd.se,phone,onload,32.9,9e-06
https://sd.se,phone,onload,36.7,9e-06
https://sd.se,phone,onload,36.9,9e-06
https://sd.se,phone,onload,36.0,9e-06
https://sd.se,phone,onload,31.5,9e-06
https://sd.se,phone,onload,35.0,9e-06
https://sd.se,phone,onload,32.1,9e-06
https://sd.se,phone,onload,37.1,9e-06
https://sd.se,phone,onload,39.8,9e-06
https://sd.se,phone,onload,30.7,9e-06
https://sd.se,phone,onload,37.6,9e-06
https://sd.se,phone,onload,35.9,9e-06
https://sd.se,phone,onload,31.6,9e-06
https://sd.se,phone,onload,30.3,9e-06
https://sd.se,phone,onload,34.1,9e-06
https://sd.se,phone,onload,33.5,9e-06
https://sd.se,phone,onload,38.8,9e-06
https://sd.se,phone,onload,31.4,9e-06
https://sd.se,phone,onload,34.4,9e-06
https://sd.se,phone,onload,37.4,9e-06
https://sd.se,phone,onload,39.3,9e-06
https://sd.se,phone,onload,34.2,9e-06
https://sd.se,phone,onload,38.1,9e-06
https://sd.se,phone,onload,35.1,9e-06
https://sd.se,phone,onload,37.5,9e-06
https://sd.se,phone,onload,37.8,9e-06
https://sd.se,phone,onload,33.4,9e-06
https://sd.se,phone,onload,30.0,9e-06
https://sd.se,phone,onload,33.6,9e-06
https://sd.se,phone,onload,32.0,9e-06
https://sd.se,phone,onload,39.6,9e-06
https://sd.se,phone,onload,30.4,9e-06
https://sd.se,phone,onload,39.2,9e-06
https://sd.se,phone,onload,38.6,9e-06
https://sd.se,phone,onload,31.2,9e-06
https://sd.se,phone,onload,34.3,9e-06
https://sd.se,phone,onload,38.4,9e-06
https://sd.se,phone,onload,32.3,9e-06
https://sd.se,phone,onload,38.0,9e-06
https://sd.se,phone,onload,31.7,9e-06
https://sd.se,phone,onload,34.8,9e-06
https://sd.se,phone,onload,32.2,9e-06
https://sd.se,phone,onload,34.0,9e-06
https://sd.se,phone,onload,30.9,9e-06
https://sd.se,phone,onload,30.1,9e-06
https://sd.se,phone,onload,36.4,9e-06
https://sd.se,phone,onload,33.7,9e-06
https://sd.se,phone,onload,35.6,9e-06
https://sd.se,phone,onload,32.8,9e-06
https://sd.se,phone,onload,39.5,9e-06
https://sd.se,phone,onload,37.2,9e-06
https://sd.se,phone,onload,38.5,9e-06
https://sd.se,phone,onload,30.8,9e-06
https://sd.se,phone,onload,36.6,9e-06
https://sd.se,phone,onload,5.3,0.00154
https://sd.se,phone,onload,5.0,0.00154
https://sd.se,phone,onload,5.1,0.00154
https://sd.se,phone,onload,5.4,0.00154
https://sd.se,phone,onload,5.2,0.00154
https://sd.se,phone,onload,3.3,0.0073799999999999994
https://sd.se,phone,onload,3.2,0.0073799999999999994
https://sd.se,phone,onload,3.0,0.0073799999999999994
https://sd.se,phone,onload,3.1,0.0073799999999999994
https://sd.se,phone,onload,3.4,0.0073799999999999994
https://sd.se,phone,onload,6.4,0.00088000000000000014
https://sd.se,phone,onload,6.0,0.00088000000000000014
https://sd.se,phone,onload,6.1,0.00088000000000000014
https://sd.se,phone,onload,6.2,0.00088000000000000014
https://sd.se,phone,onload,6.3,0.00088000000000000014
https://sd.se,desktop,onload,0.8,0.0113
https://sd.se,desktop,onload,0.9,0.0113
https://sd.se,desktop,onload,2.8,0.0066999999999999994
https://sd.se,desktop,onload,2.9,0.0066999999999999994
https://sd.se,desktop,onload,47.0,5.9999999999999993e-06
https://sd.se,tablet,onload,11.5,5.9999999999999993e-06
https://sd.se,desktop,onload,40.3,5.9999999999999993e-06
https://sd.se,desktop,onload,41.0,5.9999999999999993e-06
https://sd.se,tablet,onload,13.4,5.9999999999999993e-06
https://sd.se,desktop,onload,48.9,5.9999999999999993e-06
https://sd.se,desktop,onload,42.6,5.9999999999999993e-06
https://sd.se,desktop,onload,45.4,5.9999999999999993e-06
https://sd.se,desktop,onload,48.5,5.9999999999999993e-06
https://sd.se,tablet,onload,11.9,5.9999999999999993e-06
https://sd.se,desktop,onload,43.7,5.9999999999999993e-06
https://sd.se,desktop,onload,44.2,5.9999999999999993e-06
https://sd.se,tablet,onload,12.6,5.9999999999999993e-06
https://sd.se,desktop,onload,44.5,5.9999999999999993e-06
https://sd.se,desktop,onload,46.0,5.9999999999999993e-06
https://sd.se,tablet,onload,13.1,5.9999999999999993e-06
https://sd.se,desktop,onload,45.2,5.9999999999999993e-06
https://sd.se,tablet,onload,10.1,5.9999999999999993e-06
https://sd.se,desktop,onload,40.8,5.9999999999999993e-06
https://sd.se,tablet,onload,14.6,5.9999999999999993e-06
https://sd.se,desktop,onload,43.1,5.9999999999999993e-06
https://sd.se,tablet,onload,11.4,5.9999999999999993e-06
https://sd.se,desktop,onload,47.8,5.9999999999999993e-06
https://sd.se,desktop,onload,40.0,5.9999999999999993e-06
https://sd.se,desktop,onload,48.0,5.9999999999999993e-06
https://sd.se,tablet,onload,12.0,5.9999999999999993e-06
https://sd.se,desktop,onload,47.6,5.9999999999999993e-06
https://sd.se,desktop,onload,45.1,5.9999999999999993e-06
https://sd.se,desktop,onload,43.8,5.9999999999999993e-06
https://sd.se,tablet,onload,10.3,5.9999999999999993e-06
https://sd.se,desktop,onload,41.7,5.9999999999999993e-06
https://sd.se,desktop,onload,43.4,5.9999999999999993e-06
https://sd.se,desktop,onload,46.9,5.9999999999999993e-06
https://sd.se,tablet,onload,12.2,5.9999999999999993e-06
https://sd.se,desktop,onload,44.8,5.9999999999999993e-06
https://sd.se,desktop,onload,45.6,5.9999999999999993e-06
https://sd.se,tablet,onload,10.4,5.9999999999999993e-06
https://sd.se,desktop,onload,42.3,5.9999999999999993e-06
https://sd.se,desktop,onload,42.0,5.9999999999999993e-06
https://sd.se,desktop,onload,40.5,5.9999999999999993e-06
https://sd.se,desktop,onload,40.6,5.9999999999999993e-06
https://sd.se,tablet,onload,14.0,5.9999999999999993e-06
https://sd.se,desktop,onload,49.8,5.9999999999999993e-06
https://sd.se,desktop,onload,45.5,5.9999999999999993e-06
https://sd.se,desktop,onload,49.1,5.9999999999999993e-06
https://sd.se,desktop,onload,46.3,5.9999999999999993e-06
https://sd.se,tablet,onload,12.3,5.9999999999999993e-06
https://sd.se,desktop,onload,47.9,5.9999999999999993e-06
https://sd.se,desktop,onload,49.2,5.9999999999999993e-06
https://sd.se,desktop,onload,49.7,5.9999999999999993e-06
https://sd.se,desktop,onload,44.3,5.9999999999999993e-06
https://sd.se,tablet,onload,12.4,5.9999999999999993e-06
https://sd.se,desktop,onload,48.4,5.9999999999999993e-06
https://sd.se,desktop,onload,43.0,5.9999999999999993e-06
https://sd.se,desktop,onload,41.6,5.9999999999999993e-06
https://sd.se,tablet,onload,10.8,5.9999999999999993e-06
https://sd.se,desktop,onload,42.5,5.9999999999999993e-06
https://sd.se,tablet,onload,13.8,5.9999999999999993e-06
https://sd.se,tablet,onload,14.3,5.9999999999999993e-06
https://sd.se,desktop,onload,47.4,5.9999999999999993e-06
https://sd.se,desktop,onload,41.8,5.9999999999999993e-06
https://sd.se,tablet,onload,13.3,5.9999999999999993e-06
https://sd.se,desktop,onload,41.1,5.9999999999999993e-06
https://sd.se,desktop,onload,42.7,5.9999999999999993e-06
https://sd.se,desktop,onload,49.4,5.9999999999999993e-06
https://sd.se,tablet,onload,12.1,5.9999999999999993e-06
https://sd.se,tablet,onload,11.2,5.9999999999999993e-06
https://sd.se,desktop,onload,44.6,5.9999999999999993e-06
https://sd.se,desktop,onload,49.0,5.9999999999999993e-06
https://sd.se,tablet,onload,11.1,5.9999999999999993e-06
https://sd.se,desktop,onload,44.0,5.9999999999999993e-06
https://sd.se,tablet,onload,10.0,5.9999999999999993e-06
https://sd.se,desktop,onload,44.9,5.9999999999999993e-06
https://sd.se,desktop,onload,44.4,5.9999999999999993e-06
https://sd.se,desktop,onload,46.4,5.9999999999999993e-06
https://sd.se,desktop,onload,43.5,5.9999999999999993e-06
https://sd.se,tablet,onload,11.7,5.9999999999999993e-06
https://sd.se,tablet,onload,13.6,5.9999999999999993e-06
https://sd.se,desktop,onload,45.0,5.9999999999999993e-06
https://sd.se,desktop,onload,41.5,5.9999999999999993e-06
https://sd.se,desktop,onload,45.9,5.9999999999999993e-06
https://sd.se,tablet,onload,14.1,5.9999999999999993e-06
https://sd.se,tablet,onload,10.9,5.9999999999999993e-06
https://sd.se,desktop,onload,48.8,5.9999999999999993e-06
https://sd.se,desktop,onload,43.3,5.9999999999999993e-06
https://sd.se,tablet,onload,10.5,5.9999999999999993e-06
https://sd.se,desktop,onload,49.9,5.9999999999999993e-06
https://sd.se,desktop,onload,47.2,5.9999999999999993e-06
https://sd.se,desktop,onload,42.1,5.9999999999999993e-06
https://sd.se,desktop,onload,40.4,5.9999999999999993e-06
https://sd.se,desktop,onload,47.5,5.9999999999999993e-06
https://sd.se,desktop,onload,48.3,5.9999999999999993e-06
https://sd.se,tablet,onload,13.2,5.9999999999999993e-06
https://sd.se,desktop,onload,49.5,5.9999999999999993e-06
https://sd.se,tablet,onload,12.8,5.9999999999999993e-06
https://sd.se,desktop,onload,42.8,5.9999999999999993e-06
https://sd.se,desktop,onload,45.3,5.9999999999999993e-06
https://sd.se,desktop,onload,45.7,5.9999999999999993e-06
https://sd.se,tablet,onload,14.4,5.9999999999999993e-06
https://sd.se,desktop,onload,46.1,5.9999999999999993e-06
https://sd.se,tablet,onload,14.9,5.9999999999999993e-06
https://sd.se,desktop,onload,48.1,5.9999999999999993e-06
https://sd.se,tablet,onload,14.8,5.9999999999999993e-06
https://sd.se,desktop,onload,44.1,5.9999999999999993e-06
https://sd.se,desktop,onload,43.2,5.9999999999999993e-06
https://sd.se,tablet,onload,13.0,5.9999999999999993e-06
https://sd.se,tablet,onload,12.5,5.9999999999999993e-06
https://sd.se,desktop,onload,46.6,5.9999999999999993e-06
https://sd.se,desktop,onload,41.2,5.9999999999999993e-06
https://sd.se,desktop,onload,48.6,5.9999999999999993e-06
https://sd.se,desktop,onload,43.6,5.9999999999999993e-06
https://sd.se,tablet,onload,11.8,5.9999999999999993e-06
https://sd.se,desktop,onload,48.7,5.9999999999999993e-06
https://sd.se,desktop,onload,46.5,5.9999999999999993e-06
https://sd.se,desktop,onload,49.3,5.9999999999999993e-06
https://sd.se,desktop,onload,42.4,5.9999999999999993e-06
https://sd.se,desktop,onload,43.9,5.9999999999999993e-06
https://sd.se,desktop,onload,47.7,5.9999999999999993e-06
https://sd.se,tablet,onload,14.5,5.9999999999999993e-06
https://sd.se,desktop,onload,49.6,5.9999999999999993e-06
https://sd.se,desktop,onload,44.7,5.9999999999999993e-06
https://sd.se,tablet,onload,10.7,5.9999999999999993e-06
https://sd.se,desktop,onload,46.8,5.9999999999999993e-06
https://sd.se,desktop,onload,45.8,5.9999999999999993e-06
https://sd.se,tablet,onload,10.2,5.9999999999999993e-06
https://sd.se,desktop,onload,47.1,5.9999999999999993e-06
https://sd.se,tablet,onload,13.5,5.9999999999999993e-06
https://sd.se,desktop,onload,40.2,5.9999999999999993e-06
https://sd.se,desktop,onload,40.9,5.9999999999999993e-06
https://sd.se,tablet,onload,13.7,5.9999999999999993e-06
https://sd.se,desktop,onload,41.9,5.9999999999999993e-06
https://sd.se,desktop,onload,47.3,5.9999999999999993e-06
https://sd.se,desktop,onload,42.2,5.9999999999999993e-06
https://sd.se,tablet,onload,10.6,5.9999999999999993e-06
https://sd.se,desktop,onload,46.7,5.9999999999999993e-06
https://sd.se,tablet,onload,14.7,5.9999999999999993e-06
https://sd.se,desktop,onload,46.2,5.9999999999999993e-06
https://sd.se,tablet,onload,11.3,5.9999999999999993e-06
https://sd.se,desktop,onload,40.7,5.9999999999999993e-06
https://sd.se,desktop,onload,48.2,5.9999999999999993e-06
https://sd.se,desktop,onload,42.9,5.9999999999999993e-06
https://sd.se,tablet,onload,12.9,5.9999999999999993e-06
https://sd.se,tablet,onload,13.9,5.9999999999999993e-06
https://sd.se,tablet,onload,14.2,5.9999999999999993e-06
https://sd.se,desktop,onload,41.3,5.9999999999999993e-06
https://sd.se,tablet,onload,11.6,5.9999999999999993e-06
https://sd.se,desktop,onload,41.4,5.9999999999999993e-06
https://sd.se,tablet,onload,12.7,5.9999999999999993e-06
https://sd.se,tablet,onload,11.0,5.9999999999999993e-06
https://sd.se,desktop,onload,40.1,5.9999999999999993e-06
https://sd.se,phone,onload,28.4,2.4000000000000004e-05
https://sd.se,phone,onload,28.7,2.4000000000000004e-05
https://sd.se,phone,onload,27.8,2.4000000000000004e-05
https://sd.se,phone,onload,27.0,2.4000000000000004e-05
https://sd.se,phone,onload,29.5,2.4000000000000004e-05
https://sd.se,phone,onload,26.9,2.4000000000000004e-05
